epoch,train_loss,val_loss,train_miou,val_miou,train_pixel_accuracy,val_pixel_accuracy,train_mean_dice,val_mean_dice,lr,epoch_time_sec
14,1.029761889141657,1.5339041880198887,0.4216262698173523,0.386370986700058,0.9439668655395508,0.9516115784645081,0.5436006784439087,0.48256391286849976,1.045365877844011e-05,924.9662272930145
15,0.9655305120017498,1.5479846115623201,0.4416801929473877,0.3856968283653259,0.946807324886322,0.9517959356307983,0.5677602887153625,0.48639020323753357,1e-06,946.7871625423431
16,0.9465435452496382,1.7120015008108957,0.4467795491218567,0.3740777373313904,0.9473301768302917,0.9551147222518921,0.5736609697341919,0.4617069363594055,1.0453658778440102e-05,941.0797410011292
17,0.9435157868254126,1.7217092814190047,0.44211524724960327,0.3836752772331238,0.9472981095314026,0.9542905688285828,0.5678534507751465,0.4720219671726227,3.520365877844012e-05,937.1312110424042
18,0.9397726825448007,1.991622315879379,0.43543705344200134,0.36388111114501953,0.9453844428062439,0.9522175192832947,0.5606164932250977,0.44299405813217163,6.579634122155995e-05,952.2625336647034
19,0.9396683913374809,1.8451513586831945,0.43136948347091675,0.3945898413658142,0.9447569251060486,0.9560228586196899,0.5552817583084106,0.4745821952819824,9.054634122155998e-05,941.0988144874573
20,0.9600168152472279,1.7654879356335316,0.41656285524368286,0.36151885986328125,0.9421645402908325,0.9464496374130249,0.537495493888855,0.4593157172203064,0.00010000000000000013,917.9575703144073
21,0.9448961870584266,2.286684962255614,0.41141754388809204,0.3570481240749359,0.9409306049346924,0.9550782442092896,0.5311241149902344,0.43351563811302185,9.054634122156004e-05,937.9743747711182
22,0.9025602538310001,2.2437140466911454,0.4204902648925781,0.3847402334213257,0.9425378441810608,0.955997884273529,0.5422924160957336,0.46590572595596313,6.57963412215601e-05,920.9957563877106
23,0.855559573242588,2.346200321691244,0.4395076632499695,0.38131728768348694,0.9450466632843018,0.9534478187561035,0.5646280646324158,0.4666914939880371,3.520365877844017e-05,918.8067538738251
24,0.7769444940882922,2.0554704247674507,0.45353132486343384,0.3834996819496155,0.9471604824066162,0.95606929063797,0.5803766846656799,0.4636690020561218,1.0453658778440132e-05,918.4149417877197
25,0.727195425358172,2.0035353445980166,0.4715420603752136,0.3816823959350586,0.9492625594139099,0.9513898491859436,0.6006679534912109,0.46661290526390076,1e-06,930.2666845321655
26,0.7042163228491332,2.713264539920991,0.47470179200172424,0.36843588948249817,0.9494737982749939,0.952423632144928,0.6043049693107605,0.45164933800697327,1.0453658778440102e-05,937.3995299339294
27,0.7090382171697439,2.4585389664878936,0.47423577308654785,0.3833898901939392,0.9492372870445251,0.9553161859512329,0.6040676832199097,0.467139333486557,3.5203658778440126e-05,929.8910026550293
28,0.7266742644131486,1.908044349701543,0.46874332427978516,0.3890937268733978,0.9489356875419617,0.9506553411483765,0.5977091193199158,0.48041659593582153,6.579634122155998e-05,914.0448868274689
29,0.7850882474742972,1.9240389890170524,0.4515623450279236,0.3628467917442322,0.9460813403129578,0.9423776865005493,0.5781769752502441,0.45096173882484436,9.054634122156004e-05,920.4474895000458
30,0.8253321675348706,1.4128273152031137,0.4403919577598572,0.34965014457702637,0.9445005059242249,0.9297314286231995,0.5653156638145447,0.4468759000301361,0.00010000000000000018,939.7969017028809
31,0.8280118018908276,1.6879017947524386,0.4383184015750885,0.37222808599472046,0.9441331028938293,0.9397355914115906,0.5632221698760986,0.4643476605415344,9.054634122156008e-05,916.3623208999634
32,0.8130645703042052,1.6128922498069838,0.44002261757850647,0.36497947573661804,0.9438689947128296,0.9419230818748474,0.565083384513855,0.4558548033237457,6.579634122156005e-05,925.525778055191
33,0.7413312429257525,2.545034721184727,0.45682382583618164,0.38427290320396423,0.9464470744132996,0.9555134177207947,0.5842268466949463,0.46577295660972595,3.52036587784402e-05,921.5077219009399
34,0.6782183788932361,2.6285946416144723,0.47327908873558044,0.3907737135887146,0.9487438797950745,0.9555981159210205,0.6025111675262451,0.4705684781074524,1.0453658778440148e-05,949.4403131008148
35,0.626214830915763,2.382192846224643,0.4885435104370117,0.39429742097854614,0.9508153200149536,0.9497467279434204,0.6196566820144653,0.4809836447238922,1e-06,928.6864283084869
